Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts
13:48:07,49.9,0.0,0.1,50.0,0.0,25,92,25100,248.63,
13:48:08,49.9,0.0,0.1,49.9,0.0,25,100,25090,248.60,
13:48:08,49.9,0.0,0.1,50.0,0.0,25,80,24906,248.76,
13:48:09,49.8,0.0,0.2,50.0,0.0,25,144,25048,249.33,
13:48:09,49.9,0.0,0.2,49.9,0.0,25,1350,25530,249.54,
13:48:10,49.9,0.0,0.1,50.0,0.0,25,76,25180,248.66,
13:48:10,49.9,0.0,0.1,50.0,0.0,25,86,25100,248.27,
13:48:11,49.9,0.0,0.1,50.0,0.0,25,72,25100,249.58,
13:48:11,47.1,0.0,2.9,50.0,0.0,25,88,25140,245.20,
13:48:12,49.9,0.0,0.1,50.0,0.0,25,82,25110,248.99,
13:48:12,49.9,0.0,0.1,50.0,0.0,25,88,25112,248.50,
13:48:13,49.9,0.0,0.1,50.0,0.0,25,194,25236,248.66,
13:48:13,49.9,0.0,0.2,50.0,0.0,25,204,25208,249.97,
13:48:14,49.9,0.0,0.2,50.0,0.0,25,78,25102,249.47,
13:48:14,49.9,0.0,0.1,50.0,0.0,25,80,25104,249.26,
13:48:15,48.7,0.0,1.3,50.0,0.0,25,82,25116,244.18,
13:48:15,48.4,0.0,1.6,49.9,0.0,25,94,25160,249.43,
13:48:16,49.9,0.0,0.2,50.0,0.0,25,86,25120,249.59,
13:48:16,46.9,0.0,3.1,50.0,0.0,25,80,25102,246.03,
13:48:17,49.8,0.0,0.3,49.9,0.0,25,152,25148,248.50,
13:48:17,49.9,0.0,0.1,50.0,0.0,25,200,25194,249.20,
13:48:18,50.0,0.0,0.1,49.9,0.0,25,110,24742,249.37,
13:48:18,49.9,0.0,0.1,50.0,0.0,25,70,24602,249.99,
13:48:19,49.9,0.0,0.2,50.0,0.0,25,72,24614,249.07,
13:48:19,50.0,0.0,0.2,49.9,0.0,25,1246,24966,249.33,
13:48:20,49.9,0.0,0.1,50.0,0.0,25,76,24738,247.46,
13:48:20,49.4,0.0,0.6,50.0,0.0,25,98,24748,245.80,
13:48:21,49.5,0.0,0.5,50.0,0.0,25,140,24758,250.65,
13:48:21,47.2,0.0,2.8,50.0,0.0,25,208,25172,246.34,
13:48:22,46.4,0.0,3.7,50.0,0.0,25,82,25118,245.74,
13:48:22,49.9,0.0,0.1,50.0,0.0,25,84,25108,250.29,
13:48:23,49.9,0.0,0.2,49.9,0.0,25,84,25108,249.72,
13:48:23,49.9,0.0,0.1,50.0,0.0,25,84,25142,249.82,
13:48:24,49.9,0.0,0.1,50.0,0.0,25,80,25108,249.12,
13:48:24,49.9,0.0,0.2,50.0,0.0,25,76,25100,249.02,
13:48:25,50.0,0.0,0.1,50.0,0.0,25,152,25150,249.33,
13:48:25,49.9,0.0,0.1,50.0,0.0,25,208,25200,249.23,
13:48:26,49.9,0.0,0.1,50.0,0.0,25,104,24942,247.67,
13:48:26,49.0,0.0,1.0,50.0,0.0,25,80,24934,249.22,
13:48:27,49.9,0.0,0.2,49.9,0.0,25,88,24920,248.47,
13:48:27,46.1,0.0,4.0,50.0,0.0,25,84,24956,248.55,
13:48:28,49.7,0.0,0.4,49.9,0.0,25,102,24964,248.95,
13:48:28,49.8,0.0,0.2,50.0,0.0,25,80,24902,247.04,
